Key,Source,Context,Changes,English,German
armorPredatorHelmetDesc,items,Clothes,,"Experimental Medium Head Armor\nYour time to go hunting has come. You gain more experience and higher quality loot.\n\n[DECEA3]Set Bonus:[-]\nIncreases damage of firearms.\n[DECEA3]Feature[-]\nAdds the active ability [FFB800]«Second Chance»[-].\nFor allies, a constant passive effect [FFB800]«Everyone to the Hunt!»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]",Experimenteller mittlerer Kopfschutz\nIhre Zeit zum Jagen ist gekommen. Du erhältst mehr Erfahrung und hochwertigere Beute.\n\n[DECEA3]Set-Bonus:[-]\nErhöht den Schaden von Schusswaffen.\n[DECEA3]Feature[-]\nFügt die aktive Fähigkeit [FFB800]«Zweite Chance»[-] hinzu.\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Jeder auf die Jagd!»[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktiver Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]
armorPredatorOutfit,items,Clothes,,[FFB800]Predator[-] Chest,[FFB800]Predator[-]-Truhe
armorPredatorOutfitDesc,items,Clothes,,"Experimental Medium Body Armor\nYour time to go hunting has come. Increases health and critical hit recovery rate.\n\n[DECEA3]Set Bonus:[-]\nIncreases damage of firearms.\n[DECEA3]Feature[-]\nAdds the active ability [FFB800]«Second Chance»[-].\nFor allies, a constant passive effect [FFB800]«Everyone to the Hunt!»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]",Experimenteller mittlerer Körperschutz\nIhre Zeit zum Jagen ist gekommen. Erhöht die Gesundheit und die Wiederherstellungsrate bei kritischen Treffern.\n\n[DECEA3]Set-Bonus:[-]\nErhöht den Schaden von Schusswaffen.\n[DECEA3]Feature[-]\nFügt die aktive Fähigkeit [FFB800]«Zweite Chance»[-] hinzu.\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Jeder auf die Jagd!»[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktiver Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]
armorPredatorGloves,items,Clothes,,[FFB800]Predator[-] Hands,[FFB800]Predator[-] Hände
armorPredatorGlovesDesc,items,Clothes,,"Experimental Medium Hands Armor\nYour time to go hunting has come. Increases reload speed and weapon handling skill.\n\n[DECEA3]Set Bonus:[-]\nIncreases damage of firearms.\n[DECEA3]Feature[-]\nAdds the active ability [FFB800]«Second Chance»[-].\nFor allies, a constant passive effect [FFB800]«Everyone to the Hunt!»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]","Experimentelle mittlere Handrüstung\nIhre Zeit, auf die Jagd zu gehen, ist gekommen. Erhöht die Nachladegeschwindigkeit und die Waffenhandhabungsfähigkeit.\n\n[DECEA3]Set-Bonus:[-]\nErhöht den Schaden von Schusswaffen.\n[DECEA3]Feature[-]\nFügt die aktive Fähigkeit [FFB800]«Zweite Chance»[-] hinzu.\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Jeder auf die Jagd!»[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktiver Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]"
armorPredatorBoots,items,Clothes,,[FFB800]Predator[-] Legs,[FFB800]Raubtier[-] Beine
armorPredatorBootsDesc,items,Clothes,,"Experimental Medium Legs Armor\nYour time to go hunting has come. Increases stamina and safe fall height.\n\n[DECEA3]Set Bonus:[-]\nIncreases damage of firearms.\n[DECEA3]Feature[-]\nAdds the active ability [FFB800]«Second Chance»[-].\nFor allies, a constant passive effect [FFB800]«Everyone to the Hunt!»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]",Experimentelle mittlere Beinrüstung\nIhre Zeit zum Jagen ist gekommen. Erhöht Ausdauer und sichere Fallhöhe.\n\n[DECEA3]Set-Bonus:[-]\nErhöht den Schaden von Schusswaffen.\n[DECEA3]Feature[-]\nFügt die aktive Fähigkeit [FFB800]«Zweite Chance»[-] hinzu.\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Jeder auf die Jagd!»[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktiver Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]
armorPlundererHelmet,items,Clothes,,[FFB800]Plunderer[-] Helmet,[FFB800]Plünderer[-] Helm
armorPlundererHelmetDesc,items,Clothes,,"Experimental medium head armor.\nWithout good loot, you're not getting far. You gain more experience and have a chance to obtain precious metals when looting bags, loot crates, and safes.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases loot quality.\n[DECEA3]Feature[-]\nAdds the active ability [FFB800]«Anger Accumulation»[-].\nFor allies, a constant passive effect [FFB800]«Fast Hands»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]","Experimenteller mittlerer Kopfschutz.\nOhne gute Beute kommt man nicht weit. Du sammelst mehr Erfahrung und hast die Chance, Edelmetalle zu erhalten, wenn du Taschen, Beutekisten und Tresore plünderst.\n\n[DECEA3]Set-Bonus:[-]\nErhöht die Qualität der Beute deutlich.\n[DECEA3]Feature[-]\nFügt die aktive Fähigkeit [FFB800]«Anger Accumulation»[-] hinzu.\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Fast Hände»[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktive Strahlungswirkung.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]"
armorPlundererOutfit,items,Clothes,,[FFB800]Plunderer[-] Chest,[FFB800]Plünderer[-]-Truhe
armorPlundererOutfitDesc,items,Clothes,,"Experimental medium body armor.\nWithout good loot, you're not getting far. Increases health pool and backpack capacity.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases loot quality.\n[DECEA3]Feature[-]\nAdds the active ability [FFB800]«Anger Accumulation»[-].\nFor allies, a constant passive effect [FFB800]«Fast Hands»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]",Experimentelle mittlere Körperrüstung.\nOhne gute Beute kommt man nicht weit. Erhöht den Gesundheitspool und die Rucksackkapazität.\n\n[DECEA3]Set-Bonus:[-]\nErhöht die Beutequalität erheblich.\n[DECEA3]Feature[-]\nFügt die aktive Fähigkeit [FFB800]«Anger Accumulation»[-] hinzu.\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Fast Hands»[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktive Strahlung Effekt.\n\n[DECEA3]Zur Reparatur sind Rüstungs-Herstellungssets (verbessert) erforderlich.[-]
armorPlundererGloves,items,Clothes,,[FFB800]Plunderer[-] Hands,[FFB800]Plünderer[-] Hände
armorPlundererGlovesDesc,items,Clothes,,"Experimental medium hand armor.\nWithout good loot, you're not getting far. Increases melee weapon attack speed and reload speed.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases loot quality.\n[DECEA3]Feature[-]\nAdds the active ability [FFB800]«Anger Accumulation»[-].\nFor allies, a constant passive effect [FFB800]«Fast Hands»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]",Experimentelle mittlere Handrüstung.\nOhne gute Beute kommt man nicht weit. Erhöht die Angriffs- und Nachladegeschwindigkeit von Nahkampfwaffen.\n\n[DECEA3]Set-Bonus:[-]\nErhöht die Qualität der Beute erheblich.\n[DECEA3]Feature[-]\nFügt die aktive Fähigkeit [FFB800]«Anger Accumulation»[-] hinzu.\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Fast Hands»[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktiver Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]
armorPlundererBoots,items,Clothes,,[FFB800]Plunderer[-] Legs,[FFB800]Plünderer[-] Beine
armorPlundererBootsDesc,items,Clothes,,"Experimental medium leg armor.\nWithout good loot, you're not getting far. Increases stamina pool and its recovery speed.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases loot quality.\n[DECEA3]Feature[-]\nAdds the active ability [FFB800]«Anger Accumulation»[-].\nFor allies, a constant passive effect [FFB800]«Fast Hands»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]",Experimentelle mittlere Beinrüstung.\nOhne gute Beute kommt man nicht weit. Erhöht den Ausdauerpool und seine Wiederherstellungsgeschwindigkeit.\n\n[DECEA3]Set-Bonus:[-]\nErhöht die Qualität der Beute erheblich.\n[DECEA3]Feature[-]\nFügt die aktive Fähigkeit [FFB800]«Anger Accumulation»[-] hinzu.\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Fast Hands»[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktiv Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]
buffSonnySetBonus,buffs,Buff,,[FFB800]Sonny[-],[FFB800]Sonny[-]
buffSonnySetBonusName,buffs,buff,,Armor bonus,Rüstungsbonus
buffSonnySetBonusTooltip,buffs,buff,,You are affected by the Sonny armor bonus.,Du bist vom Sonny-Rüstungsbonus betroffen.
buffSonnySetBonusDesc,buffs,Buff,,"You have equipped a full set of experimental [FFB800]«Sonny»[-] armor.\nClub and sledgehammer damage increased by [DECEA3]{cvar(.armorSonnyFSBDisplay:0)}%[-].\n\n[FFB800]Animal regeneration[-]\nEvery minute, there is a [DECEA3]20%[-] chance to remove any negative effects of wounds.\n\n[FFB800]Street reputation[-]\nAll members of your party deal [DECEA3]5%[-] more damage and attack faster in melee combat per stack (min: 1, max: 6).\nKilling [DECEA3]20[-] enemies with the [FFB800]«Barbarian»[-] axe or [FFB800]«Destructor»[-] sledgehammer grants an ally a bonus effect for [DECEA3]3[-] minutes. Effects on an ally stack from different sources.\n\n[DECEA3]Grants resistance to 1 active radiation effect.[-]","Du hast einen vollständigen Satz experimenteller [FFB800]«Sonny»[-]-Rüstung ausgerüstet.\nDer Schaden von Keulen und Vorschlaghämmern wurde um [DECEA3]{cvar(.armorSonnyFSBDisplay:0)} %[-] erhöht.\n\n[FFB800]Tierregeneration[-]\nJede Minute besteht eine Chance von [DECEA3]20 %[-], alle negativen Auswirkungen von zu entfernen Wunden.\n\n[FFB800]Straßenruf[-]\nAlle Mitglieder Ihrer Gruppe verursachen [DECEA3]5 %[-] mehr Schaden und greifen im Nahkampf pro Stapel schneller an (min: 1, max: 6).\nTöten Sie [DECEA3]20[-] Feinde mit der Axt [FFB800]„Barbar“[-] oder dem Vorschlaghammer [FFB800]„Zerstörer“[-]. Gewährt einem Verbündeten einen Bonuseffekt für [DECEA3]3[-] Minuten. Effekte auf einen Verbündetenstapel aus verschiedenen Quellen.\n\n[DECEA3]Gewährt Widerstand gegen 1 aktiven Strahlungseffekt.[-]"
buffStreetRepName,buffs,buff,,Street reputation,Ruf auf der Straße
buffStreetRepTooltip,buffs,buff,,Ally armor set bonus active.,Bonus des Verbündeten-Rüstungssets aktiv.
buffStreetRepIncDesc,buffs,Buff,,The ally has a full set of [FFB800]«Sonny»[-] armor.\n\nYour melee damage and attack speed are increased by [DECEA3]{cvar(.SonnyStreetRepBonus:0)}%[-].\n\nThe bonus increases depending on the number of effects. Effects can be obtained from different sources.\n\nCurrent number of effects: [DECEA3]{cvar(.SonnyStreetRepEffect:0)}[-]\nDuration (sec.): [DECEA3]{cvar(.SonnyStreetRepEffectDuration:0)}[-],Der Verbündete verfügt über einen vollständigen Satz [FFB800]«Sonny»[-]-Rüstung.\n\nDein Nahkampfschaden und deine Angriffsgeschwindigkeit werden um [DECEA3]{cvar(.SonnyStreetRepBonus:0)} %[-] erhöht.\n\nDer Bonus erhöht sich je nach Anzahl der Effekte. Effekte können aus verschiedenen Quellen bezogen werden.\n\nAktuelle Anzahl der Effekte: [DECEA3]{cvar(.SonnyStreetRepEffect:0)}[-]\nDauer (Sek.): [DECEA3]{cvar(.SonnyStreetRepEffectDuration:0)}[-]
armorSonnyHelmet,items,Clothes,,[FFB800]Sonny[-] Helmet,[FFB800]Sonny[-] Helm
armorSonnyHelmetDesc,items,Clothes,,"A component of experimental heavy armor. This helmet can scare anyone, even if you don't mean to. You gain more experience and find better loot.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases club and sledgehammer damage.\n[DECEA3]Feature[-]\nGrants the active ability [FFB800]«Animal Regeneration»[-].\nFor allies, a constant passive effect [FFB800]«Street Reputation»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]","Ein Bestandteil experimenteller schwerer Panzerung. Dieser Helm kann jeden erschrecken, auch wenn Sie es nicht wollen. Du gewinnst mehr Erfahrung und findest bessere Beute.\n\n[DECEA3]Set-Bonus:[-]\nErhöht den Schaden von Schlägern und Vorschlaghämmern erheblich.\n[DECEA3]Feature[-]\nGewährt die aktive Fähigkeit [FFB800]«Tierregeneration»[-].\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Street Reputation»[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktiver Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]"
armorSonnyOutfit,items,Clothes,,[FFB800]Sonny[-] Chest,[FFB800]Sonny[-] Truhe
armorSonnyOutfitDesc,items,Clothes,,"A component of experimental heavy armor. This armor is covered in spikes and impossible to touch. All you can do is watch. You can get rare parts by dismantling cars, and your health is also increased.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases club and sledgehammer damage.\n[DECEA3]Feature[-]\nGrants the active ability [FFB800]«Animal Regeneration»[-].\nFor allies, a constant passive effect [FFB800]«Street Reputation»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]","Ein Bestandteil experimenteller schwerer Panzerung. Diese Rüstung ist mit Stacheln bedeckt und kann nicht berührt werden. Alles, was Sie tun können, ist zuzusehen. Du kannst seltene Teile erhalten, indem du Autos zerlegst, außerdem wird deine Gesundheit erhöht.\n\n[DECEA3]Set-Bonus:[-]\nErhöht den Schaden von Schlägern und Vorschlaghämmern erheblich.\n[DECEA3]Feature[-]\nGewährt die aktive Fähigkeit [FFB800]«Tierregeneration»[-].\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Street Reputation»[-].\nGewährt Widerstand zu [DECEA3]1[-] aktivem Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssätze (verbessert) erforderlich.[-]"
armorSonnyGloves,items,Clothes,,[FFB800]Sonny[-] Hands,[FFB800]Sonny[-] Hände
armorSonnyGlovesDesc,items,Clothes,,"A component of experimental heavy armor. Heavy gloves can leave their mark on the soul (and face) of anyone who disagrees with you. Melee attack speed and resource yield have been increased.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases club and sledgehammer damage.\n[DECEA3]Feature[-]\nGrants the active ability [FFB800]«Animal Regeneration»[-].\nFor allies, a constant passive effect [FFB800]«Street Reputation»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]","Ein Bestandteil experimenteller schwerer Panzerung. Schwere Handschuhe können Spuren in der Seele (und im Gesicht) von jedem hinterlassen, der nicht Ihrer Meinung ist. Nahkampfangriffsgeschwindigkeit und Ressourcenausbeute wurden erhöht.\n\n[DECEA3]Set-Bonus:[-]\nErhöht den Schaden von Schlägern und Vorschlaghämmern erheblich.\n[DECEA3]Feature[-]\nGewährt die aktive Fähigkeit [FFB800]„Tierregeneration“[-].\nFür Verbündete ein konstanter passiver Effekt [FFB800]„Straßenruf“[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktiver Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]"
armorSonnyBoots,items,Clothes,,[FFB800]Sonny[-] Legs,[FFB800]Sonny[-] Beine
armorSonnyBootsDesc,items,Clothes,,"A component of experimental heavy armor. These boots not only make walking comfortable, but also allow you to press the pedal to the metal. They increase vehicle speed and reduce stamina consumption in close combat.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases club and sledgehammer damage.\n[DECEA3]Feature[-]\nGrants the active ability [FFB800]«Animal Regeneration»[-].\nFor allies, a constant passive effect [FFB800]«Street Reputation»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]","Ein Bestandteil experimenteller schwerer Panzerung. Diese Stiefel machen nicht nur das Gehen bequem, sondern ermöglichen auch das Durchtreten des Pedals. Sie erhöhen die Fahrzeuggeschwindigkeit und verringern den Ausdauerverbrauch im Nahkampf.\n\n[DECEA3]Set-Bonus:[-]\nErhöht den Schaden von Schlägern und Vorschlaghämmern erheblich.\n[DECEA3]Feature[-]\nGewährt die aktive Fähigkeit [FFB800]„Tierregeneration“[-].\nFür Verbündete ein konstanter passiver Effekt [FFB800]„Straßenruf“[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktiver Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]"
armorMausHelmet,items,Clothes,,[FFB800]Maus[-] Helmet,[FFB800]Maus[-] Helm
armorMausHelmetDesc,items,Clothes,,"Component of experimental heavy armor.\nYour protection is too strong for mere cannon fodder. You gain more experience, and resistance to stun and electrocution is increased.\n\n[DECEA3]Set Bonus:[-]\nIncreases the damage of any melee weapon.\n[DECEA3]Feature[-]\nAdds the active ability [FFB800]«Chain Lightning»[-].\nFor allies, a constant passive effect [FFB800]«Protector»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]",Bestandteil einer experimentellen schweren Panzerung.\nIhr Schutz ist zu stark für bloßes Kanonenfutter. Du erhältst mehr Erfahrung und der Widerstand gegen Betäubung und Stromschlag wird erhöht.\n\n[DECEA3]Set-Bonus:[-]\nErhöht den Schaden jeder Nahkampfwaffe.\n[DECEA3]Feature[-]\nFügt die aktive Fähigkeit [FFB800]„Kettenblitz“[-] hinzu.\nFür Verbündete ein konstanter passiver Effekt [FFB800]„Beschützer“[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktiver Strahlungseffekt.\n\n[DECEA3]Zur Reparatur sind Rüstungsherstellungssets (verbessert) erforderlich.[-]
armorMausOutfit,items,Clothes,,[FFB800]Maus[-] Chest,[FFB800]Maus[-] Truhe
armorMausOutfitDesc,items,Clothes,,"Component of experimental heavy armor.\nYour protection is too strong for mere cannon fodder. Increases health pool and critical wound recovery speed.\n\n[DECEA3]Set Bonus:[-]\nIncreases the damage of any melee weapon.\n[DECEA3]Feature[-]\nAdds the active ability [FFB800]«Chain Lightning»[-].\nFor allies, a constant passive effect [FFB800]«Protector»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]",Bestandteil einer experimentellen schweren Panzerung.\nIhr Schutz ist zu stark für bloßes Kanonenfutter. Erhöht den Gesundheitspool und die Wiederherstellungsgeschwindigkeit bei kritischen Wunden.\n\n[DECEA3]Set-Bonus:[-]\nErhöht den Schaden jeder Nahkampfwaffe.\n[DECEA3]Feature[-]\nFügt die aktive Fähigkeit [FFB800]«Kettenblitz»[-] hinzu.\nFür Verbündete ein konstanter passiver Effekt [FFB800]«Beschützer»[-].\nGewährt Widerstand gegen [DECEA3]1[-] aktive Strahlung Effekt.\n\n[DECEA3]Zur Reparatur sind Rüstungs-Herstellungssets (verbessert) erforderlich.[-]
