Key,Source,Context,Changes,English,Turkish
buffStrengthT2Desc,buffs,Buff,,A medium set meal that greatly improves your Strength skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]20[-]\n- Bonus to the level of the attribute «Strength» [DECEA3]+2[-]\n- Bonus to the passive skill «Winter» [DECEA3]+1[-]\n- Block damage and resource yield increased by [DECEA3]15%[-]\n- Bonus to shotgun damage [DECEA3]+15%[-]\n- Bonus to club and sledgehammer damage [DECEA3]+30%[-]\n\nHalf of the food and water supply is restored instantly.,"Güç becerilerinizi büyük ölçüde geliştiren, orta düzeyde bir yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]20[-]\n- «Güç» özelliğinin düzeyine bonus [DECEA3]+2[-]\n- Pasif beceri «Kış» [DECEA3]+1[-]\n- Blok hasarı ve kaynak verimi şu oranda artırıldı: [DECEA3]%15[-]\n- Pompalı tüfek hasarına bonus [DECEA3]+%15[-]\n- Sopa ve balyoz hasarına bonus [DECEA3]+%30[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir."
LunchStrengthT3,items,item,,[FFB800]Big[-] Lunch «Strongman»,"[FFB800]Büyük[-] Öğle Yemeği """"Güçlü Adam"""""
LunchStrengthT3Desc,items,item,,A large set meal that greatly improves your Strength skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]40[-]\n- Bonus to the level of the attribute «Strength» [DECEA3]+3[-]\n- Bonus to the passive skill «Winter» [DECEA3]+2[-]\n- Block damage and resource yield increased by [DECEA3]20%[-]\n- Bonus to shotgun damage [DECEA3]+25%[-]\n- Bonus to club and sledgehammer damage [DECEA3]+50%[-]\n\nHalf of the food and water supply is restored instantly.,Güç becerilerinizi büyük ölçüde geliştiren büyük bir set yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]40[-]\n- «Güç» özelliğinin düzeyine bonus [DECEA3]+3[-]\n- Pasif beceri «Kış» [DECEA3]+2[-]\n- Blok hasarı ve kaynak verimi şu oranda artırıldı: [DECEA3]%20[-]\n- Pompalı tüfek hasarına bonus [DECEA3]+%25[-]\n- Sopa ve balyoz hasarına bonus [DECEA3]+%50[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir.
buffStrengthT3Name,buffs,buff,,[FFB800]Big[-] Lunch «Strongman»,"[FFB800]Büyük[-] Öğle Yemeği """"Güçlü Adam"""""
buffStrengthT3Tooltip,buffs,buff,,You ate the large lunch «Strongman»,"Güçlü Adam"""" adlı büyük öğle yemeğini yediniz"
buffStrengthT3Desc,buffs,Buff,,A large set meal that greatly improves your Strength skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]40[-]\n- Bonus to the level of the attribute «Strength» [DECEA3]+3[-]\n- Bonus to the passive skill «Winter» [DECEA3]+2[-]\n- Block damage and resource yield increased by [DECEA3]20%[-]\n- Bonus to shotgun damage [DECEA3]+25%[-]\n- Bonus to club and sledgehammer damage [DECEA3]+50%[-]\n- Bonus to temperature resistance when in the Winter biome [DECEA3]10[-]\n\nHalf of the food and water supply is restored instantly.,Güç becerilerinizi büyük ölçüde geliştiren büyük bir set yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]40[-]\n- «Güç» özelliğinin düzeyine bonus [DECEA3]+3[-]\n- Pasif beceri «Kış» [DECEA3]+2[-]\n- Blok hasarı ve kaynak verimi şu oranda artırıldı: [DECEA3]%20[-]\n- Pompalı tüfek hasarına bonus [DECEA3]+%25[-]\n- Sopa ve balyoz hasarına bonus [DECEA3]+%50[-]\n- Kış biyomundayken sıcaklık direncine bonus [DECEA3]10[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir.
LunchFortitudeT1,items,item,,[5AFF75]Small[-] Lunch «Persistent»,[5AFF75]Küçük[-] Öğle Yemeği «Kalıcı»
LunchFortitudeT1Desc,items,item,,A small set meal that greatly improves your Fortitude skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina [DECEA3]20[-]\n- Bonus to the level of the attribute «Fortitude» [DECEA3]+1[-]\n- The amount of meat and mutation samples obtained increased by [DECEA3]5%[-]\n- Bonus to automatic weapon damage [DECEA3]+5%[-]\n- Bonus to knuckle damage [DECEA3]+10%[-]\n\nHalf of the food and water supply is restored instantly.,Cesaret becerilerinizi büyük ölçüde geliştiren küçük bir set yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık bonusu [DECEA3]20[-]\n- «Cesaret» özelliğinin seviyesine bonus [DECEA3]+1[-]\n- Elde edilen et ve mutasyon örneklerinin miktarı [DECEA3]%5[-] arttı\n- Otomatik silah hasarı bonusu [DECEA3]+%5[-]\n- Eklem hasarına bonus [DECEA3]+%10[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir.
buffFortitudeT1Name,buffs,buff,,[5AFF75]Small[-] Lunch «Persistent»,[5AFF75]Küçük[-] Öğle Yemeği «Kalıcı»
buffFortitudeT1Tooltip,buffs,buff,,You ate the small lunch «Persistent»,"Kalıcı"""" adlı küçük öğle yemeğini yediniz"
buffFortitudeT1Desc,buffs,Buff,,A small set meal that greatly improves your Fortitude skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina [DECEA3]20[-]\n- Bonus to the level of the attribute «Fortitude» [DECEA3]+1[-]\n- The amount of meat and mutation samples obtained increased by [DECEA3]5%[-]\n- Bonus to automatic weapon damage [DECEA3]+5%[-]\n- Bonus to knuckle damage [DECEA3]+10%[-]\n\nHalf of the food and water supply is restored instantly.,Cesaret becerilerinizi büyük ölçüde geliştiren küçük bir set yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık bonusu [DECEA3]20[-]\n- «Cesaret» özelliğinin seviyesine bonus [DECEA3]+1[-]\n- Elde edilen et ve mutasyon örneklerinin miktarı [DECEA3]%5[-] arttı\n- Otomatik silah hasarı bonusu [DECEA3]+%5[-]\n- Eklem hasarına bonus [DECEA3]+%10[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir.
LunchFortitudeT2,items,item,,[8692FF]Medium[-] Lunch «Persistent»,[8692FF]Orta[-] Öğle Yemeği «Kalıcı»
LunchFortitudeT2Desc,items,item,,A medium set meal that greatly improves your Fortitude skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]20[-]\n- Bonus to the level of the attribute «Fortitude» [DECEA3]+2[-]\n- Bonus to the passive skill «Burnt Forest» [DECEA3]+1[-]\n- The amount of meat and mutation samples obtained increased by [DECEA3]15%[-]\n- Bonus to automatic weapon damage [DECEA3]+15%[-]\n- Bonus to knuckle damage [DECEA3]+30%[-]\n\nHalf of the food and water supply is restored instantly.,"Cesaret becerilerinizi büyük ölçüde geliştiren, orta sertlikte bir yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]20[-]\n- «Cesaret» özelliğinin düzeyine bonus [DECEA3]+2[-]\n- Pasif beceri «Yanık Orman» [DECEA3]+1[-]\n- Elde edilen et ve mutasyon örneklerinin miktarı şu şekilde arttı: [DECEA3]%15[-]\n- Otomatik silah hasarına bonus [DECEA3]+%15[-]\n- Parmak eklemi hasarına bonus [DECEA3]+%30[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir."
buffFortitudeT2Name,buffs,buff,,[8692FF]Medium[-] Lunch «Persistent»,[8692FF]Orta[-] Öğle Yemeği «Kalıcı»
buffFortitudeT2Tooltip,buffs,buff,,You ate the medium lunch «Persistent»,"Kalıcı"""" orta boy öğle yemeğini yediniz"
buffFortitudeT2Desc,buffs,Buff,,A medium set meal that greatly improves your Fortitude skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]20[-]\n- Bonus to the level of the attribute «Fortitude» [DECEA3]+2[-]\n- Bonus to the passive skill «Burnt Forest» [DECEA3]+1[-]\n- The amount of meat and mutation samples obtained increased by [DECEA3]15%[-]\n- Bonus to automatic weapon damage [DECEA3]+15%[-]\n- Bonus to knuckle damage [DECEA3]+30%[-]\n\nHalf of the food and water supply is restored instantly.,"Cesaret becerilerinizi büyük ölçüde geliştiren, orta sertlikte bir yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]20[-]\n- «Cesaret» özelliğinin düzeyine bonus [DECEA3]+2[-]\n- Pasif beceri «Yanık Orman» [DECEA3]+1[-]\n- Elde edilen et ve mutasyon örneklerinin miktarı şu şekilde arttı: [DECEA3]%15[-]\n- Otomatik silah hasarına bonus [DECEA3]+%15[-]\n- Parmak eklemi hasarına bonus [DECEA3]+%30[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir."
LunchFortitudeT3,items,item,,[FFB800]Big[-] Lunch «Persistent»,[FFB800]Büyük[-] Öğle Yemeği «Kalıcı»
LunchFortitudeT3Desc,items,item,,A large set meal that greatly improves your Fortitude skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]40[-]\n- Bonus to the level of the attribute «Fortitude» [DECEA3]+3[-]\n- Bonus to the passive skill «Burnt Forest» [DECEA3]+2[-]\n- The amount of meat and mutation samples obtained increased by [DECEA3]20%[-]\n- Bonus to automatic weapon damage [DECEA3]+25%[-]\n- Bonus to knuckle damage [DECEA3]+50%[-]\n\nHalf of the food and water supply is restored instantly.,Cesaret becerilerinizi büyük ölçüde geliştiren büyük bir set yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]40[-]\n- «Cesaret» özelliğinin seviyesine bonus [DECEA3]+3[-]\n- Pasif beceri «Yanmış Orman» [DECEA3]+2[-]\n- Elde edilen et ve mutasyon örneklerinin miktarı şu şekilde arttı: [DECEA3]%20[-]\n- Otomatik silah hasarına bonus [DECEA3]+%25[-]\n- Parmak eklemi hasarına bonus [DECEA3]+%50[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir.
buffFortitudeT3Name,buffs,buff,,[FFB800]Big[-] Lunch «Persistent»,[FFB800]Büyük[-] Öğle Yemeği «Kalıcı»
buffFortitudeT3Tooltip,buffs,buff,,You ate the large lunch «Persistent»,"Kalıcı"""" büyük öğle yemeğini yediniz"
buffFortitudeT3Desc,buffs,Buff,,A large set meal that greatly improves your Fortitude skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]40[-]\n- Bonus to the level of the attribute «Fortitude» [DECEA3]+3[-]\n- Bonus to the passive skill «Burnt Forest» [DECEA3]+2[-]\n- The amount of meat and mutation samples obtained increased by [DECEA3]20%[-]\n- Bonus to automatic weapon damage [DECEA3]+25%[-]\n- Bonus to knuckle damage [DECEA3]+50%[-]\n- Bonus to temperature resistance when in the Burnt Forest [DECEA3]10[-]\n\nHalf of the food and water supply is restored instantly.,Cesaret becerilerinizi büyük ölçüde geliştiren büyük bir set yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]40[-]\n- «Cesaret» özelliğinin seviyesine bonus [DECEA3]+3[-]\n- Pasif beceri «Yanmış Orman» [DECEA3]+2[-]\n- Elde edilen et ve mutasyon örneklerinin miktarı şu şekilde arttı: [DECEA3]%20[-]\n- Otomatik silah hasarına bonus [DECEA3]+%25[-]\n- Eklem hasarına bonus [DECEA3]+%50[-]\n- Yanmış Ormandayken sıcaklık direncine bonus [DECEA3]10[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir.
LunchAgilityT1,items,item,,[5AFF75]Small[-] Lunch «Dexterous»,[5AFF75]Küçük[-] Öğle Yemeği «Becerikli»
LunchAgilityT1Desc,items,item,,A small set meal that greatly improves your Agility skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina [DECEA3]20[-]\n- Bonus to the level of the attribute «Agility» [DECEA3]+1[-]\n- Jump height increased by [DECEA3]10%[-]\n- Mobility increased by [DECEA3]4%[-]\n- Bonus to pistol and bow damage [DECEA3]+5%[-]\n- Bonus to knife damage [DECEA3]+10%[-]\n\nHalf of the food and water supply is restored instantly.,Çeviklik becerilerinizi büyük ölçüde geliştiren küçük bir set yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık bonusu [DECEA3]20[-]\n- «Çeviklik» özelliğinin seviyesine bonus [DECEA3]+1[-]\n- Zıplama yüksekliği [DECEA3]%10[-] artırıldı\n- Hareket kabiliyeti [DECEA3]%4[-] artırıldı\n- Tabanca hasarına bonus [DECEA3]+%5[-]\n- Bıçak hasarına bonus [DECEA3]+%10[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir.
buffAgilityT1Name,buffs,buff,,[5AFF75]Small[-] Lunch «Dexterous»,[5AFF75]Küçük[-] Öğle Yemeği «Becerikli»
buffAgilityT1Tooltip,buffs,buff,,You ate the small lunch «Dexterous»,"Dexterous"""" adlı küçük öğle yemeğini yediniz"
buffAgilityT1Desc,buffs,Buff,,A small set meal that greatly improves your Agility skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina [DECEA3]20[-]\n- Bonus to the level of the attribute «Agility» [DECEA3]+1[-]\n- Jump height increased by [DECEA3]10%[-]\n- Mobility increased by [DECEA3]4%[-]\n- Bonus to pistol and bow damage [DECEA3]+5%[-]\n- Bonus to knife damage [DECEA3]+10%[-]\n\nHalf of the food and water supply is restored instantly.,Çeviklik becerilerinizi büyük ölçüde geliştiren küçük bir set yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık bonusu [DECEA3]20[-]\n- «Çeviklik» özelliğinin seviyesine bonus [DECEA3]+1[-]\n- Zıplama yüksekliği [DECEA3]%10[-] artırıldı\n- Hareket kabiliyeti [DECEA3]%4[-] artırıldı\n- Tabanca hasarına bonus [DECEA3]+%5[-]\n- Bıçak hasarına bonus [DECEA3]+%10[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir.
LunchAgilityT2,items,item,,[8692FF]Medium[-] Lunch «Dexterous»,[8692FF]Orta[-] Öğle Yemeği «Becerikli»
LunchAgilityT2Desc,items,item,,A medium set meal that greatly improves your Agility skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]20[-]\n- Bonus to the level of the attribute «Agility» [DECEA3]+2[-]\n- Bonus to the passive skill «Desert» [DECEA3]+1[-]\n- Jump height increased by [DECEA3]20%[-]\n- Mobility increased by [DECEA3]8%[-]\n- Bonus to pistol and bow damage [DECEA3]+15%[-]\n- Bonus to knife damage [DECEA3]+30%[-]\n\nHalf of the food and water supply is restored instantly.,"Çeviklik becerilerinizi büyük ölçüde geliştiren, orta düzeyde bir yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]20[-]\n- «Çeviklik» özelliğinin düzeyine bonus [DECEA3]+2[-]\n- Pasif beceri ""Çöl"" bonusu [DECEA3]+1[-]\n- Zıplama yüksekliği şu oranda artırıldı: [DECEA3]%20[-]\n- Hareket kabiliyeti [DECEA3]%8[-] artırıldı\n- Tabanca hasarına bonus [DECEA3]+%15[-]\n- Bıçak hasarına bonus [DECEA3]+%30[-]\n\nYiyecek ve su tedarikinin yarısı anında yenilenir."
buffAgilityT2Name,buffs,buff,,[8692FF]Medium[-] Lunch «Dexterous»,[8692FF]Orta[-] Öğle Yemeği «Becerikli»
buffAgilityT2Tooltip,buffs,buff,,You ate the medium lunch «Dexterous»,"Dexterous"""" orta boy öğle yemeğini yediniz"
buffAgilityT2Desc,buffs,Buff,,A medium set meal that greatly improves your Agility skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]20[-]\n- Bonus to the level of the attribute «Agility» [DECEA3]+2[-]\n- Bonus to the passive skill «Desert» [DECEA3]+1[-]\n- Jump height increased by [DECEA3]20%[-]\n- Mobility increased by [DECEA3]8%[-]\n- Bonus to pistol and bow damage [DECEA3]+15%[-]\n- Bonus to knife damage [DECEA3]+30%[-]\n\nHalf of the food and water supply is restored instantly.,"Çeviklik becerilerinizi büyük ölçüde geliştiren, orta düzeyde bir yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]20[-]\n- «Çeviklik» özelliğinin düzeyine bonus [DECEA3]+2[-]\n- Pasif beceri ""Çöl"" bonusu [DECEA3]+1[-]\n- Zıplama yüksekliği şu oranda artırıldı: [DECEA3]%20[-]\n- Hareket kabiliyeti [DECEA3]%8[-] artırıldı\n- Tabanca hasarına bonus [DECEA3]+%15[-]\n- Bıçak hasarına bonus [DECEA3]+%30[-]\n\nYiyecek ve su tedarikinin yarısı anında yenilenir."
LunchAgilityT3,items,item,,[FFB800]Big[-] Lunch «Dexterous»,[FFB800]Büyük[-] Öğle Yemeği «Becerikli»
LunchAgilityT3Desc,items,item,,A large set meal that greatly improves your Agility skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]40[-]\n- Bonus to the level of the attribute «Agility» [DECEA3]+3[-]\n- Bonus to the passive skill «Desert» [DECEA3]+2[-]\n- Jump height increased by [DECEA3]30%[-]\n- Mobility increased by [DECEA3]12%[-]\n- Bonus to pistol and bow damage [DECEA3]+25%[-]\n- Bonus to knife damage [DECEA3]+50%[-]\n- Bonus to temperature resistance when in the Desert [DECEA3]10[-]\n\nHalf of the food and water supply is restored instantly.,"Çeviklik becerilerinizi büyük ölçüde geliştiren büyük bir set yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]40[-]\n- «Çeviklik» özelliğinin düzeyine bonus [DECEA3]+3[-]\n- Pasif beceri """"Çöl"""" bonusu [DECEA3]+2[-]\n- Zıplama yüksekliği şu oranda artırıldı: [DECEA3]%30[-]\n- Hareket kabiliyeti [DECEA3]%12[-] artırıldı\n- Tabanca hasarına bonus [DECEA3]+%25[-]\n- Bıçak hasarına bonus [DECEA3]+%50[-]\n- Çöldeyken sıcaklık direncine bonus [DECEA3]10[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir."
buffAgilityT3Name,buffs,buff,,[FFB800]Big[-] Lunch «Dexterous»,[FFB800]Büyük[-] Öğle Yemeği «Becerikli»
buffAgilityT3Tooltip,buffs,buff,,You ate the large lunch «Dexterous»,"Dexterous"""" adlı büyük öğle yemeğini yediniz"
buffAgilityT3Desc,buffs,Buff,,A large set meal that greatly improves your Agility skills.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina and health [DECEA3]40[-]\n- Bonus to the level of the attribute «Agility» [DECEA3]+3[-]\n- Bonus to the passive skill «Desert» [DECEA3]+2[-]\n- Jump height increased by [DECEA3]30%[-]\n- Mobility increased by [DECEA3]12%[-]\n- Bonus to pistol and bow damage [DECEA3]+25%[-]\n- Bonus to knife damage [DECEA3]+50%[-]\n- Bonus to temperature resistance when in the Desert [DECEA3]10[-]\n\nHalf of the food and water supply is restored instantly.,"Çeviklik becerilerinizi büyük ölçüde geliştiren büyük bir set yemek.\n\nTÜKETİLDİĞİNDEKİ BONUSLAR:\n- Dayanıklılık ve sağlık bonusu [DECEA3]40[-]\n- «Çeviklik» özelliğinin düzeyine bonus [DECEA3]+3[-]\n- Pasif beceri """"Çöl"""" bonusu [DECEA3]+2[-]\n- Zıplama yüksekliği şu oranda artırıldı: [DECEA3]%30[-]\n- Hareket kabiliyeti [DECEA3]%12[-] artırıldı\n- Tabanca hasarına bonus [DECEA3]+%25[-]\n- Bıçak hasarına bonus [DECEA3]+%50[-]\n- Çöldeyken sıcaklık direncine bonus [DECEA3]10[-]\n\nYiyecek ve su kaynaklarının yarısı anında yenilenir."
stimEquilibrium,items,item,,[DECEA3]Stimulant[-] «Equilibrium»,[DECEA3]Uyarıcı[-] «Denge»
stimEquilibriumDesc,items,item,,"The experimental stimulant allows you to maintain balance in any conditions. During the effect, you cannot be knocked over or stunned.","Deneysel uyarıcı, her koşulda dengeyi korumanıza olanak tanır. Etki sırasında devrilemezsiniz veya sersemlenemezsiniz."
buffstimEquilibriumName,buffs,buff,,[DECEA3]Stimulant[-] «Equilibrium»,[DECEA3]Uyarıcı[-] «Denge»
buffstimEquilibriumTooltip,buffs,buff,,You have activated the [DECEA3]Stimulant[-] «Equilibrium»,[DECEA3]Uyarıcı[-] «Denge»'yi etkinleştirdiniz
