Key,Source,Context,Changes,English,Schinese
BuffHarryMinionsPlayer,buffs,Buff,,Hellish help,Hellish help
BuffHarryMinionsPlayerName,buffs,buff,,Hellish Boss Help,Hellish Boss Help
BuffHarryMinionsPlayerTooltip,buffs,buff,,The boss calls for backup,The boss calls for backup
BuffHarryMinionsPlayerIncDesc,buffs,Buff,,The boss is calling for reinforcements. Minions have appeared around the boss. Your physical damage resistance has been reduced by [FFB800]25%[-].\nTry to wait it out and stay alive.,The boss is calling for reinforcements. Minions have appeared around the boss. Your physical damage resistance has been reduced by [FFB800]25%[-].\nTry to wait it out and stay alive.
BuffTerribleWoundsName,buffs,buff,,Terrible wound,可怕的伤口
BuffTerribleWoundsTooltip,buffs,buff,,You have a terrible wound,你的伤口很严重
BuffTerribleWoundsIncDesc,buffs,Buff,,You have opened up a nasty wound. You take periodic damage from blood loss.\nYour health is reduced by [FFB800]25[-] and your mobility is reduced by [FFB800]20%[-].,你已经打开了一个令人讨厌的伤口。你会因失血而周期性受到伤害。\n您的生命值减少了[FFB800]25[-]，您的移动能力减少了[FFB800]20%[-]。
BuffReducedProtectionAOEName,buffs,buff,,Reduced Protection,减少保护
BuffReducedProtectionAOETooltip,buffs,buff,,Your defense is reduced,你的防御力降低了
BuffReducedProtectionAOEIncDesc,buffs,Buff,,The bitch always knows where to hit.\nYour physical damage defense is reduced by [FFB800]50%[-].,母狗总是知道该打哪里。\n你的物理伤害防御力降低[FFB800]50%[-]。
BuffBossesDropItemName,buffs,buff,,Knocking out,击倒
BuffBossesDropItemTooltip,buffs,buff,,Your weapon has been knocked out of your hands,你的武器已从你手中掉落
BuffBossesDropItemIncDesc,buffs,Buff,,Veteran disarmed you.\nBreakage speed increased by [DECEA3]2x[-].,老兵解除了你的武装。\n破损速度增加了[DECEA3]2x[-]。
buffEmissionPlayerName,buffs,buff,,Emission,排放
buffEmissionPlayerTooltip,buffs,buff,,You are being exposed to a strong radiation surge,您正暴露在强烈的辐射浪中
buffEmissionPlayerIncDesc,buffs,Buff,,"The carrier emits critical radiation.\nWhile you are under the effect of the emission, you accumulate radiation every second. Your mobility is reduced by [DECEA3]30%[-]. Weapon spread is significantly increased.",载体发射临界辐射。\n当您受到辐射的影响时，您每秒都会累积辐射。您的流动性降低了[DECEA3]30%[-]。武器扩散显着增加。
BuffHellishHeatWeakName,buffs,buff,,Moderate Heat,中热
BuffHellishHeatWeakTooltip,buffs,buff,,You feel a moderate fever,您感到中等程度的发烧
BuffHellishHeatWeakIncDesc,buffs,Buff,,You feel a moderate heat. Your body is covered with small burns. Do not come closer or the burns will become more severe. Your water supply is depleting a little faster.,您会感到适度的热量。你的身体布满了小烧伤。不要靠近，否则烧伤会更加严重。
BuffHellishHeatMediumName,buffs,buff,,Strong Heat,强热
BuffHellishHeatMediumTooltip,buffs,buff,,You feel a strong fever,你感到强烈的发烧
BuffHellishHeatMediumIncDesc,buffs,Buff,,You feel a strong heat. Your body is covered with strong burns. Do not come closer or the burns will become more severe. Your water supply is depleting faster.,你感到一股强烈的热量。你的身体被严重烧伤。不要靠近，否则烧伤会更加严重。
BuffHellishHeatStrongName,buffs,buff,,Hellish Heat,地狱般的炎热
BuffHellishHeatStrongTooltip,buffs,buff,,You feel the heat of hell,你感受到地狱般的热度
BuffHellishHeatStrongIncDesc,buffs,Buff,,You feel the heat of hell. Your body is covered with critical burns. Run away from the source of heat or you will burn. Your water supply is depleting much faster.,你感受到地狱般的热度。你的身体被严重烧伤。远离热源，否则你会被烧伤。
BuffGustWeakName,buffs,buff,,Moderate Gust,中等阵风
BuffGustWeakTooltip,buffs,buff,,Moderate gust of wind slows you down,中等强度的风会减慢你的速度
BuffGustWeakIncDesc,buffs,Buff,,Moderate gusts of wind slow you down.\nFind shelter so you can move.,中度的阵风会减慢你的速度。\n寻找庇护所以便您可以移动。
BuffGustMediumName,buffs,buff,,Strong Gust,强阵风
BuffGustMediumTooltip,buffs,buff,,A strong gust of wind slows you down significantly,一阵强风会让你的速度明显减慢
BuffGustMediumIncDesc,buffs,Buff,,Strong gusts of wind slow you down considerably.\nFind shelter so you can move.,强风会让你的速度大大减慢。\n寻找庇护所以便您可以移动。
BuffGustStrongName,buffs,buff,,Unbearable Gust,难以忍受的阵风
BuffGustStrongTooltip,buffs,buff,,Unbearable impulse knocks you off your feet,难以忍受的冲动让你不知所措
BuffGustStrongIncDesc,buffs,Buff,,"An unbearable gust of wind almost completely immobilizes you.\nYou cannot resist it for long; if you do not find shelter, it will knock you off your feet.",一阵难以忍受的狂风几乎让你完全动弹不得。\n你无法长久抵抗它；如果你找不到庇护所，它就会让你不知所措。
BuffRadWeakName,buffs,buff,,Moderate irradiation,中等照射
BuffRadWeakTooltip,buffs,buff,,You are exposed to moderate radiation,您受到中度辐射
BuffRadWeakIncDesc,buffs,Buff,,Moderate irradiation slightly increases the background radiation.,中等照射会稍微增加背景辐射。
BuffRadMediumName,buffs,buff,,Strong irradiation,强照射
BuffRadMediumTooltip,buffs,buff,,You are exposed to high levels of radiation,您暴露在高水平的辐射下
BuffRadMediumIncDesc,buffs,Buff,,Strong radiation significantly increases the background radiation.,强辐射会显着增加背景辐射。
BuffRadStrongName,buffs,buff,,Critical irradiation,临界辐照
BuffRadStrongTooltip,buffs,buff,,You are exposed to critical radiation,您暴露在严重辐射之下
BuffRadStrongIncDesc,buffs,Buff,,Critical radiation greatly increases the background radiation.,临界辐射大大增加了背景辐射。
bossMajor,entityclasses,Entity,,[FFB800]Small BOSS[-] MAJOR,[FFB800]小BOSS[-] MAJOR
bossBrigadier,entityclasses,Entity,,[FFB800]Small BOSS[-] BRIGADIER,[FFB800]小BOSS[-]准将
bossChief,entityclasses,Entity,,[FFB800]Small BOSS[-] CHIEF,[FFB800]小BOSS[-] CHIEF
bossAuthority,entityclasses,Entity,,[FFB800]Small BOSS[-] AUTHORITY,[FFB800]小BOSS[-]权限
bossProfessor,entityclasses,Entity,,[FFB800]Small BOSS[-] PROFESSOR,[FFB800]小BOSS[-]教授
bossAlex,entityclasses,Entity,,[FFB800]Small BOSS[-] ALEX,[FFB800]小BOSS[-]亚历克斯
bossAlexHalf,entityclasses,Entity,,[FFB800]Small BOSS[-] Shadow of ALEX,[FFB800]小BOSS[-]亚历克斯之影
bossBiba,entityclasses,Entity,,[FFB800]Small BOSS[-] BIBA,[FFB800]小BOSS[-] BIBA
bossDevourer,entityclasses,Entity,,[FFB800]Mini BOSS[-] DEVOURER,[FFB800]迷你 BOSS[-]吞噬者
DevourerMinion,entityclasses,Entity,,[94CBFF]MINION[-] Devourer,[94CBFF]MINION[-]吞噬者
bossBearDaddy,entityclasses,Entity,,[FFB800]Mini BOSS[-] BEAR DADDY,[FFB800]小BOSS[-]熊爸爸
BearDaddyMinion,entityclasses,Entity,,[94CBFF]MINION[-] Bear Daddy,[94CBFF]MINION[-]熊爸爸
bossGargul,entityclasses,Entity,,[FFB800]Mini BOSS[-] GARGUL,[FFB800]Mini BOSS[-]加尔古
GargulMinion,entityclasses,Entity,,[94CBFF]MINION[-] Gargul,[94CBFF]MINION[-] Gargul
bossNagaina,entityclasses,Entity,,[FFB800]Mini BOSS[-] NAGAINA,[FFB800]Mini BOSS[-] NAGAINA
NagainaMinion,entityclasses,Entity,,[94CBFF]MINION[-] Nagaina,[94CBFF]MINION[-] Nagaina
bossBitch,entityclasses,Entity,,[FFB800]Mini BOSS[-] BITCH,[FFB800]迷你BOSS[-]母狗
bossMystic,entityclasses,Entity,,[FFB800]Mini BOSS[-] MYSTIC,[FFB800]Mini BOSS[-] MYSTIC
bossBurningFlesh,entityclasses,Entity,,[FFB800]Mini BOSS[-] BURNING FLESH,[FFB800]Mini BOSS[-]烧肉
bossCholera,entityclasses,Entity,,[FFB800]Mini BOSS[-] CHOLERA,[FFB800]Mini BOSS[-]霍乱
BossMutantHog,entityclasses,Entity,,[FFB800]BOSS[-] MUTANT HOG,[FFB800]BOSS[-]突变猪
BossHotHarry,entityclasses,Entity,,[FFB800]BOSS[-] HOT HARRY,[FFB800]BOSS[-] HOT HARRY
zombieHotHarryMinion,entityclasses,Entity,,[94CBFF]MINION[-] Hot Harry,[94CBFF]MINION[-] Hot Harry
BossMummy,entityclasses,Entity,,[FFB800]BOSS[-] MUMMY,[FFB800]BOSS[-] MUMMY
BossMummy120Physical,entityclasses,Entity,,[FFB800]BOSS[-] MUMMY,[FFB800]BOSS[-] MUMMY
BossMummy90Physical,entityclasses,Entity,,[FFB800]BOSS[-] MUMMY,[FFB800]BOSS[-] MUMMY
BossMummy60Physical,entityclasses,Entity,,[FFB800]BOSS[-] MUMMY,[FFB800]BOSS[-] MUMMY
BossMummy30Physical,entityclasses,Entity,,[FFB800]BOSS[-] MUMMY,[FFB800]BOSS[-] MUMMY
BossMummy120Ghost,entityclasses,Entity,,[FFB800]BOSS[-] MUMMY,[FFB800]BOSS[-] MUMMY
BossMummy90Ghost,entityclasses,Entity,,[FFB800]BOSS[-] MUMMY,[FFB800]BOSS[-] MUMMY
BossMummy60Ghost,entityclasses,Entity,,[FFB800]BOSS[-] MUMMY,[FFB800]BOSS[-] MUMMY
BossMummy30Ghost,entityclasses,Entity,,[FFB800]BOSS[-] MUMMY,[FFB800]BOSS[-] MUMMY
bossBull,entityclasses,Entity,,[FFB800]BOSS[-] BULL,[FFB800]BOSS[-]牛
bossShocker,entityclasses,Entity,,[FFB800]BOSS[-] SHOCKER,[FFB800]BOSS[-]震撼
bossVeteran,entityclasses,Entity,,[FFB800]BOSS[-] VETERAN,[FFB800]BOSS[-]资深人士
bossAncientYeti,entityclasses,Entity,,[FFB800]BOSS[-] ANCIENT YETI,[FFB800]BOSS[-]远古雪人
bossProjectZ,entityclasses,Entity,,[E092FF]ULTRA BOSS[-] PROJECT Z,[E092FF]ULTRA BOSS[-]项目 Z
bossCarrier,entityclasses,Entity,,[FF6666]Z-BOSS[-] CARRIER,[FF6666]Z-BOSS[-]运营商
zombieCarrierDef,entityclasses,Entity,,[94CBFF]DEFENDER[-] Carrier,[94CBFF]DEFENDER[-]运营商
zombieCarrierActive,entityclasses,Entity,,[94CBFF]ACTIVATOR[-] Carrier,[94CBFF]ACTIVATOR[-]运营商
ChargedEliteLootContainer,entityclasses,Entity,,CHARGED Loot,收费战利品
InfernalEliteLootContainer,entityclasses,Entity,,INFERNAL Loot,地狱战利品
smallMiniBossLootContainer,entityclasses,Entity,,Loot [DECEA3]Small BOSS[-],战利品[DECEA3]小 BOSS[-]
MiniBossLootContainer,entityclasses,Entity,,Loot [DECEA3]Mini BOSS[-],战利品[DECEA3]Mini BOSS[-]
BossLootContainerMutantHog,entityclasses,Entity,,Loot [FFB800]MUTANT HOG[-],战利品[FFB800]MUTANT HOG[-]
BossLootContainerHotHarry,entityclasses,Entity,,Loot [FFB800]HOT HARRY[-],Loot [FFB800]HOT HARRY[-]
BossLootContainerMummy,entityclasses,Entity,,Loot [FFB800]MUMMY[-],Loot [FFB800]MUMMY[-]
BossLootContainerShocker,entityclasses,Entity,,Loot [FFB800]SHOCKER[-],战利品[FFB800]SHOCKER[-]
BossLootContainerBull,entityclasses,Entity,,Loot [FFB800]BULL[-],战利品[FFB800]BULL[-]
BossLootContainerVeteran,entityclasses,Entity,,Loot [FFB800]VETERAN[-],战利品[FFB800]VETERAN[-]
BossLootContainerAncientYeti,entityclasses,Entity,,Loot [FFB800]ANCIENT YETI[-],战利品[FFB800]ANCIENT YETI[-]
BossLootContainerCarrier,entityclasses,Entity,,Loot [FF6666]CARRIER[-],战利品[FF6666]CARRIER[-]

===
=== Z_Combinations ===
===


xuiComboHeadHit,UI,XUI,,HEAD HIT,头部撞击
xuiComboBodyHit,UI,XUI,,BODY HIT,身体打击
xuiComboArmsHit,UI,XUI,,ARMS HIT,武器击中
xuiComboLegsHit,UI,XUI,,LEGS HIT,腿部撞击
xuiComboPrimaryHit,UI,XUI,,NORMAL HIT,普通命中
xuiComboSecondaryHit,UI,XUI,,ENHANCED HIT,强化命中
xuiComboJump,UI,XUI,,JUMP,跳
xuiComboCrouch,UI,XUI,,CROUCH,蹲伏
perkCombosMeleeName,progression,perk,,Melee Combos,近战连击
perkCombosMeleeDesc,progression,perk,,"When using a melee weapon, there is a chance to trigger a combo. Completing it grants a random bonus based on the combo's difficulty. If a combo triggers, there is a [DECEA3]50%[-] chance that it will be advanced; if that chance succeeds, there is an additional [DECEA3]50%[-] chance that it will be difficult. The harder the combo, the greater the bonus.",使用近战武器时，有一定几率触发连击。完成它会根据组合的难度给予随机奖励。如果连击触发，则有[DECEA3]50%[-]几率晋级；如果这个机会成功，还有额外的[DECEA3]50%[-]机会，这将是困难的。组合越难，奖金就越大。
perkCombosMeleeRank1Desc,progression,Skills,,Newbie,新手
perkCombosMeleeRank1LongDesc,progression,Skills,,"You're new to combos. The chance to trigger a combo is [DECEA3]6%[-], and the bonus lasts [DECEA3]1m 30s[-].",您是组合新手。触发连击的几率为[DECEA3]6%[-]，加成持续[DECEA3]1m 30s[-]。
perkCombosMeleeRank2Desc,progression,Skills,,Student,学生
perkCombosMeleeRank2LongDesc,progression,Skills,,"You are learning combos. The chance to trigger a combo is [DECEA3]7%[-], and the bonus lasts [DECEA3]2m[-].",你正在学习连击。触发连击的几率为[DECEA3]7%[-]，加成持续[DECEA3]2m[-]。
perkCombosMeleeRank3Desc,progression,Skills,,Combinator,组合器
