Key,Source,Context,Changes,English,Italian
Cont_WeaponRifle,items,questItem,,[71FFE7]Contract:[-] Rifle Enthusiast,[71FFE7]Contratto:[-] Appassionato di fucili
Cont_WeaponRifleDesc,items,questItem,,"Starts [71FFE7]Contract:[-] Rifle Enthusiast\n\nBy completing the contract, you will be able to receive rifle parts and a set of magazines.","Inizia [71FFE7]Contratto:[-] Appassionato di fucili\n\nCompletando il contratto, potrai ricevere parti di fucili e un set di caricatori."
Cont_WeaponPistol,items,questItem,,[71FFE7]Contract:[-] Pistol Enthusiast,[71FFE7]Contratto:[-] Appassionato di pistole
Cont_WeaponPistolDesc,items,questItem,,"Starts [71FFE7]Contract:[-] Pistol Enthusiast\n\nBy completing the contract, you will be able to receive pistol parts and a set of magazines.","Inizia [71FFE7]Contratto:[-] Appassionato di pistole\n\nCompletando il contratto, potrai ricevere parti di pistola e un set di caricatori."
Cont_WeaponSpear,items,questItem,,[71FFE7]Contract:[-] Spear Enthusiast,[71FFE7]Contratto:[-] Appassionato di lancia
Cont_WeaponSpearDesc,items,questItem,,"Starts [71FFE7]Contract:[-] Spear Enthusiast\n\nBy completing the contract, you will be able to receive spear parts and a set of magazines.","Inizia [71FFE7]Contratto:[-] Appassionato di lancia\n\nCompletando il contratto, potrai ricevere parti di lancia e un set di caricatori."
Cont_WeaponClub,items,questItem,,[71FFE7]Contract:[-] Club Enthusiast,[71FFE7]Contratto:[-] Appassionato di club
Cont_WeaponClubDesc,items,questItem,,"Starts [71FFE7]Contract:[-] Club Enthusiast\n\nBy completing the contract, you will be able to receive club parts and a set of magazines.","Inizia [71FFE7]Contratto:[-] Appassionato di club\n\nCompletando il contratto, potrai ricevere parti del club e un set di riviste."
Cont_WeaponSledgehammer,items,questItem,,[71FFE7]Contract:[-] Sledgehammer Enthusiast,[71FFE7]Contratto:[-] Appassionato di mazza
Cont_WeaponSledgehammerDesc,items,questItem,,"Starts [71FFE7]Contract:[-] Sledgehammer Enthusiast\n\nBy completing the contract, you will be able to receive sledgehammer parts and a set of magazines.","Inizia [71FFE7]Contratto:[-] Appassionato di mazza\n\nCompletando il contratto, potrai ricevere parti di mazza e un set di riviste."
Cont_WeaponKnuckle,items,questItem,,[71FFE7]Contract:[-] Knuckle Enthusiast,[71FFE7]Contratto:[-] Appassionato di Knuckle
Cont_WeaponKnuckleDesc,items,questItem,,"Starts [71FFE7]Contract:[-] Knuckle Enthusiast\n\nBy completing the contract, you will be able to receive knuckle parts and a set of magazines.","Inizia [71FFE7]Contratto:[-] Appassionato di nocche\n\nCompletando il contratto, potrai ricevere parti di nocche e un set di caricatori."
Cont_WeaponKnife,items,questItem,,[71FFE7]Contract:[-] Knife Enthusiast,[71FFE7]Contratto:[-] Appassionato di coltelli
Cont_WeaponKnifeDesc,items,questItem,,"Starts [71FFE7]Contract:[-] Knife Enthusiast\n\nBy completing the contract, you will be able to receive knife parts and a set of magazines.","Inizia [71FFE7]Contratto:[-] Appassionato di coltelli\n\nCompletando il contratto, potrai ricevere parti di coltello e un set di caricatori."
Cont_WeaponBaton,items,questItem,,[71FFE7]Contract:[-] Stun Baton Enthusiast,[71FFE7]Contratto:[-] Appassionato di manganello stordente
Cont_WeaponBatonDesc,items,questItem,,"Starts [71FFE7]Contract:[-] Stun Baton Enthusiast\n\nBy completing the contract, you will be able to receive stun baton parts and a set of magazines.","Inizia [71FFE7]Contratto:[-] Appassionato di bastone stordente\n\nCompletando il contratto, potrai ricevere parti del bastone stordente e un set di caricatori."
Cont_AmmoT1,items,questItem,,[71FFE7]Contract:[-] Small Ammo Supply,[71FFE7]Contratto:[-] Fornitura di munizioni piccole
Cont_AmmoT1Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Small Ammo Supply\n\nBy completing the contract, you will be able to obtain a small supply of gunpowder and ready-made ammunition.","Lancia [71FFE7]Contratto:[-] Piccola fornitura di munizioni\n\nCompletando il contratto, potrai ottenere una piccola fornitura di polvere da sparo e munizioni già pronte."
Cont_AmmoT2,items,questItem,,[71FFE7]Contract:[-] Medium Ammo Supply,[71FFE7]Contratto:[-] Fornitura di munizioni media
Cont_AmmoT2Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Medium Ammo Supply\n\nBy completing the contract, you will be able to obtain a medium supply of gunpowder and ready-made ammunition.","Lancia [71FFE7]Contratto:[-] Fornitura di munizioni media\n\nCompletando il contratto, sarai in grado di ottenere una fornitura media di polvere da sparo e munizioni già pronte."
Cont_AmmoT3,items,questItem,,[71FFE7]Contract:[-] Large Ammo Supply,[71FFE7]Contratto:[-] Fornitura di munizioni di grandi dimensioni
Cont_AmmoT3Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Large Ammo Supply\n\nBy completing the contract, you will be able to obtain a large supply of gunpowder and ready-made ammunition.","Lancia [71FFE7]Contratto:[-] Grande fornitura di munizioni\n\nCompletando il contratto, sarai in grado di ottenere una grande fornitura di polvere da sparo e munizioni già pronte."
Cont_AmmoT4,items,questItem,,[71FFE7]Contract:[-] Special ammunition,[71FFE7]Contratto:[-] Munizioni speciali
Cont_AmmoT4Desc,items,questItem,,"Launches [71FFE7]Contract:[-] Special ammunition\n\nBy fulfilling the terms of the contract, you will be able to obtain a huge supply of gunpowder and ammunition with [5AFF75](Depleted Uranium)[-].","Lancia [71FFE7]Contratto:[-] Munizioni speciali\n\nAdempiendo ai termini del contratto, sarai in grado di ottenere un'enorme fornitura di polvere da sparo e munizioni con [5AFF75](Uranio impoverito)[-]."
Quest_VehicleT1Name,Quest,Quest Info,,[71FFE7]Contract:[-] Minibike parts,[71FFE7]Contratto:[-] Parti di minimoto
Quest_VehicleT1Offer,Quest,Quest Info,,"«Greetings survivor. There are a couple of extra parts from a minibike, but I'm not going to give them away so easily. Kill some [DECEA3]Janitors[-] and [DECEA3]Businessmen[-] and report this to any trader; he will give you a reward»\n\n[DECEA3]- Bob[-]","«Saluti sopravvissuto. Ci sono un paio di parti extra di una minimoto, ma non le rivelerò così facilmente. Uccidi alcuni [DECEA3]Portieri[-] e [DECEA3]Uomini d'affari[-] e segnalalo a qualsiasi commerciante; ti darà una ricompensa»\n\n[DECEA3]- Bob[-]"
Quest_VehicleT2Name,Quest,Quest Info,,[71FFE7]Contract:[-] Motorcycle parts,[71FFE7]Contratto:[-] Parti di motocicli
Quest_VehicleT2Offer,Quest,Quest Info,,"«Greetings survivor. There are a couple of extra parts from a motorcycle, but I'm not going to give them away so easily. Kill some [DECEA3]Janitors[-] and [DECEA3]Bikers[-] and report this to any trader; he will give you a reward»\n\n[DECEA3]- Bob[-]","«Saluti sopravvissuto. Ci sono un paio di parti extra di una motocicletta, ma non le darò via così facilmente. Uccidi alcuni [DECEA3]Portieri[-] e [DECEA3]Motociclisti[-] e segnalalo a qualsiasi commerciante; ti darà una ricompensa»\n\n[DECEA3]- Bob[-]"
Quest_VehicleT3Name,Quest,Quest Info,,[71FFE7]Contract:[-] 4x4 Truck parts,[71FFE7]Contratto:[-] Parti per camion 4x4
Quest_VehicleT3Offer,Quest,Quest Info,,"«Greetings survivor. There are a couple of extra parts from a truck 4x4, but I'm not going to give them away so easily. Kill some [DECEA3]Janitors[-], [DECEA3]Moes[-] and [DECEA3]Tourists[-] and report this to any trader; he will give you a reward»\n\n[DECEA3]- Bob[-]","«Saluti sopravvissuto. Ci sono un paio di parti extra di un camion 4x4, ma non le darò via così facilmente. Uccidi alcuni [DECEA3]Portieri[-], [DECEA3]Moes[-] e [DECEA3]Turisti[-] e segnalalo a qualsiasi commerciante; ti darà una ricompensa»\n\n[DECEA3]- Bob[-]"
Quest_VehicleT4Name,Quest,Quest Info,,[71FFE7]Contract:[-] Gyrocopter parts,[71FFE7]Contratto:[-] Parti di girocotteri
Quest_VehicleT4Offer,Quest,Quest Info,,"«Greetings survivor. There are a couple of extra parts from a gyrocopter, but I'm not going to give them away so easily. Kill some [DECEA3]Janitors[-], [DECEA3]Soldiers[-], [DECEA3]Cops[-] and [DECEA3]Demolishers[-] and report this to any trader; he will give you a reward»\n\n[DECEA3]- Bob[-]","«Saluti sopravvissuto. Ci sono un paio di parti extra di un girocottero, ma non le rivelerò così facilmente. Uccidi alcuni [DECEA3]Portieri[-], [DECEA3]Soldati[-], [DECEA3]Poliziotti[-] e [DECEA3]Demolitori[-] e segnalalo a qualsiasi commerciante; ti darà una ricompensa»\n\n[DECEA3]- Bob[-]"
Quest_FoodT1Name,Quest,Quest Info,,[71FFE7]Contract:[-] Some food,[71FFE7]Contratto:[-] Un po' di cibo
Quest_FoodT1Offer,Quest,Quest Info,,"«If you haven't died of hunger yet, then you will soon die of disease or worse. Well, in any case, any merchant can prepare drinking water and some food, of course, not for free. Collect the necessary ingredients and come when you are ready.»\n\n[DECEA3]- Rect[-]","«Se non sei ancora morto di fame, presto morirai di malattia o peggio. Ebbene, in ogni caso, qualsiasi commerciante può preparare acqua potabile e del cibo, ovviamente, non gratuitamente. Raccogli gli ingredienti necessari e vieni quando sei pronto.»\n\n[DECEA3]- Rect[-]"
Quest_FoodT2Name,Quest,Quest Info,,[71FFE7]Contract:[-] Hearty Lunch,[71FFE7]Contratto:[-] Pranzo abbondante
Quest_FoodT2Offer,Quest,Quest Info,,"«If you haven't died of hunger yet, then you will soon die of disease or worse. Well, in any case, any merchant can make a tasty drink and hearty food, of course, not for free. And if you're not hungry, you can learn a few useful recipes. Collect the necessary ingredients and come when you're ready.»\n\n[DECEA3]- Rect[-]","«Se non sei ancora morto di fame, presto morirai di malattia o peggio. Bene, in ogni caso, qualsiasi commerciante può preparare una bevanda gustosa e un cibo abbondante, ovviamente, non gratuitamente. E se non hai fame, puoi imparare qualche ricetta utile. Raccogli gli ingredienti necessari e vieni quando sei pronto.»\n\n[DECEA3]- Rect[-]"
Quest_FoodT3Name,Quest,Quest Info,,[71FFE7]Contract:[-] Lots of Food,[71FFE7]Contratto:[-] Tanto cibo
Quest_FoodT3Offer,Quest,Quest Info,,"«If you haven't died of hunger yet, then you will soon die of disease or worse. Well, in any case, any merchant can make mineral water and a delicious soup, of course, not for free. And if you're not hungry, you can learn a few useful recipes. Collect the necessary ingredients and come when you're ready.»\n\n[DECEA3]- Rect[-]","«Se non sei ancora morto di fame, presto morirai di malattia o peggio. Ebbene, in ogni caso, qualsiasi commerciante può produrre acqua minerale e una deliziosa zuppa, ovviamente, non gratuitamente. E se non hai fame, puoi imparare qualche ricetta utile. Raccogli gli ingredienti necessari e vieni quando sei pronto.»\n\n[DECEA3]- Rect[-]"
Quest_FoodT4Name,Quest,Quest Info,,[71FFE7]Contract:[-] Glutton,[71FFE7]Contratto:[-] Ghiottone
Quest_FoodT4Offer,Quest,Quest Info,,"«If you haven't died of hunger yet, then you will soon die of disease or worse. Well, in any case, any merchant can make smoothies and homemade food, of course, not for free. And if you're not hungry, you can learn a few useful recipes. Collect the necessary ingredients and come when you're ready.»\n\n[DECEA3]- Rect[-]","«Se non sei ancora morto di fame, presto morirai di malattia o peggio. Ebbene, in ogni caso, qualsiasi commerciante può preparare frullati e cibi fatti in casa, ovviamente non gratuitamente. E se non hai fame, puoi imparare qualche ricetta utile. Raccogli gli ingredienti necessari e vieni quando sei pronto.»\n\n[DECEA3]- Rect[-]"
Quest_MedicineT1Name,Quest,Quest Info,,[71FFE7]Contract:[-] First aid,[71FFE7]Contratto:[-] Primo soccorso
Quest_MedicineT1Offer,Quest,Quest Info,,"«I'm glad your health is okay. Or is it? Either way, I know how you can improve it. If you can kill a few [DECEA3]Nurses[-], examine their bodies carefully. They may have useful medicines on them. Let me know when you've managed to sort this out.»\n\n[DECEA3]- Jen[-]","«Sono felice che la tua salute vada bene. Oppure lo è? Ad ogni modo, so come puoi migliorarlo. Se riesci a uccidere alcune [DECEA3]Infermiere[-], esamina attentamente i loro corpi. Potrebbero avere con sé medicinali utili. Fammi sapere quando sarai riuscito a risolvere il problema.""\n\n[DECEA3]- Jen[-]"
Quest_MedicineT2Name,Quest,Quest Info,,[71FFE7]Contract:[-] Basic medicine,[71FFE7]Contratto:[-] Medicina di base
Quest_MedicineT2Offer,Quest,Quest Info,,"«I'm glad you're healthy. Or are you? Either way, I know how you can fix it. If you can kill a few [DECEA3]Nurses[-] and [DECEA3]Hazmat[-], examine their bodies carefully. They might have useful medicines on them. Let me know when you've managed to sort this out. If you wish, I can share a couple of useful medical journals.»\n\n[DECEA3]- Jen[-]","«Sono felice che tu sia sano. O lo sei? In ogni caso, so come puoi risolvere il problema. Se riesci a uccidere alcune [DECEA3]Infermiere[-] e [DECEA3]Hazmat[-], esamina attentamente i loro corpi. Potrebbero avere con sé medicinali utili. Fammi sapere quando sei riuscito a risolvere la cosa. Se lo desideri, posso condividere un paio di riviste mediche utili.»\n\n[DECEA3]- Jen[-]"
Quest_MedicineT3Name,Quest,Quest Info,,[71FFE7]Contract:[-] Good medicine,[71FFE7]Contratto:[-] Buona medicina
Quest_MedicineT3Offer,Quest,Quest Info,,"«I'm glad you're healthy. Or are you? Either way, I know how you can improve it. If you can kill a few [DECEA3]Nurses[-], [DECEA3]Hazmat[-], and [DECEA3]Mutated[-], examine their bodies carefully. They may have useful medicines on them. Let me know when you've managed to sort this out. If you wish, I can share a couple of useful medical journals.»\n\n[DECEA3]- Jen[-]","«Sono felice che tu sia sano. O lo sei? Ad ogni modo, so come puoi migliorarlo. Se riesci a uccidere alcune [DECEA3]Infermiere[-], [DECEA3]Hazmat[-] e [DECEA3]Mutati[-], esamina attentamente i loro corpi. Potrebbero avere con sé medicinali utili. Fammi sapere quando sei riuscito a risolvere la cosa. Se lo desideri, posso condividere un paio di riviste mediche utili.»\n\n[DECEA3]- Jen[-]"
Quest_MedicineT4Name,Quest,Quest Info,,[71FFE7]Contract:[-] Best medicine,[71FFE7]Contratto:[-] La migliore medicina
Quest_ConstructionT1Name,Quest,Quest Info,,[71FFE7]Contract:[-] Construction Basics,[71FFE7]Contratto:[-] Nozioni di base sulla costruzione
Quest_ConstructionT1Offer,Quest,Quest Info,,"«A strong structure never hurt anyone. Build a frame and strengthen it with wood, and I will help you with everything you need for construction. When you are done, tell any trader that you are from me, they will give you resources. If you want, I can share notes on how to build better.»\n\n[DECEA3]- da Vinci[-]","«Una struttura forte non ha mai fatto male a nessuno. Costruisci un telaio e rinforzalo con il legno, e io ti aiuterò con tutto ciò che ti occorre per la costruzione. Quando hai finito, dì a qualsiasi trader che sei dei miei, ti daranno le risorse. Se vuoi posso condividere appunti su come costruire meglio.»\n\n[DECEA3]- da Vinci[-]"
Quest_ConstructionT2Name,Quest,Quest Info,,[71FFE7]Contract:[-] Strong walls,[71FFE7]Contratto:[-] Muri forti
Quest_ConstructionT2Offer,Quest,Quest Info,,"«This is already more like a construction. Strengthen your structure with cobblestones, and I will help you with everything you need for construction. When you finish, tell any trader that you are from me, they will give you resources. If you want, I can share notes on how to build better.»\n\n[DECEA3]- da Vinci[-]","«Questa è già più una costruzione. Rafforza la tua struttura con i ciottoli e ti aiuterò con tutto ciò di cui hai bisogno per la costruzione. Quando finisci, dì a qualsiasi commerciante che sei dei miei, ti daranno risorse. Se vuoi posso condividere appunti su come costruire meglio.»\n\n[DECEA3]- da Vinci[-]"
Quest_ConstructionT3Name,Quest,Quest Info,,[71FFE7]Contract:[-] Experienced builder,[71FFE7]Contratto:[-] Costruttore esperto
Quest_ConstructionT3Offer,Quest,Quest Info,,"«It looks solid, but there is room for improvement. Strengthen your structure with cement, and I will help you with everything you need for construction. When you are done, tell any trader that you are from me, they will give you resources. If you want, I can share notes on how to build better.»\n\n[DECEA3]- da Vinci[-]","«Sembra solido, ma c'è margine di miglioramento. Rafforza la tua struttura con il cemento e ti aiuterò con tutto ciò di cui hai bisogno per la costruzione. Quando hai finito, dì a qualsiasi trader che sei dei miei, ti daranno le risorse. Se vuoi posso condividere appunti su come costruire meglio.»\n\n[DECEA3]- da Vinci[-]"
Quest_WorkstationT1Name,Quest,Quest Info,,[71FFE7]Contract:[-] Improved Dew Collector,[71FFE7]Contratto:[-] Raccoglitore di rugiada migliorato
Quest_WorkstationT1Offer,Quest,Quest Info,,"«You can never have too much water. I improved the standard dew collector, and now it gathers much more water. If you collect enough resources, I'm ready to share my invention.»\n\n[DECEA3]- da Vinci[-]","«L'acqua non è mai troppa. Ho migliorato il raccoglitore di rugiada standard e ora raccoglie molta più acqua. Se raccogli abbastanza risorse, sono pronto a condividere la mia invenzione.»\n\n[DECEA3]- da Vinci[-]"
