Key,File,Type,UsedInMainMenu,english,schinese
itemAECSingerieStoneBarrageContract_desc,,,,A defense contract against aggressive Singerie minions using rocks and brute force. Hold the position through the full barrage.,契约契约：先清除并守住指定兴趣点，抵御辛格里部队。
itemAECSingerieJungleHuntContract,,,,[FFD700]AEC Hazard 4 |[-] [FFD700]Singerie Contract | Boss Hunt[-],[FFD700]AEC 危险度 4 |[-] [FFD700]歌姬契约 | 首领猎杀[-]
itemAECSingerieJungleHuntContract_desc,,,,"Track the Singerie in the wild, survive five escalating pack waves, and kill the boss when it emerges.",猎杀契约：放置信号诱饵，抵御5波辛格里部队，然后击杀首领。
itemAECSingerieJungleDefenseContract,,,,[FFD700]AEC Hazard 4 |[-] [FFD700]Singerie Contract | Boss Defense[-],[FFD700]AEC 危险度 4 |[-] [FFD700]歌姬契约 | 首领防守[-]
itemAECSingerieJungleDefenseContract_desc,,,,"Reach the location first, survive the last Jungle waves, and drop the boss before the line breaks.",据点防守契约：先清除并守住指定兴趣点，抵御辛格里部队，然后击杀首领。
itemAECSingerieAlphaHuntContract,,,,[FF0000]AEC Hazard 5 |[-] [FFD700]Singerie Contract | Alpha Hunt[-],[FF0000]AEC 危险度 5 |[-] [FFD700]歌姬契约 | 首领猎杀[-]
itemAECSingerieAlphaHuntContract_desc,,,,An elite Singerie contract. Endure five escalating alpha waves and kill the alpha in open ground.,猎杀契约：放置信号诱饵，抵御5波辛格里部队，然后击杀首领。
itemAECSingerieApeSiegeContract,,,,[C77DFF]AEC Hazard 6 |[-] [FFD700]Singerie Contract | Ape Siege[-],[C77DFF]AEC 危险度 6 |[-] [FFD700]歌姬契约 | Ape 围攻[-]
itemAECSingerieApeSiegeContract_desc,,,,The hardest Singerie defense contract. Hold the objective through the last alpha siege waves and kill the boss.,围攻契约：放置信号诱饵，抵御辛格里部队，然后击杀首领。
itemAECSingerieTheBrothersContract,,,,[C77DFF]AEC Hazard 6 |[-] [FFD700]Singerie Contract | The Brothers[-],[C77DFF]AEC 危险度 6 |[-] [FFD700]歌姬契约 | 兄弟会[-]
itemAECSingerieTheBrothersContract_desc,,,,"An ultimate twin-alpha contract. Survive five full alpha waves, then kill both Singerie bosses together.",契约契约：放置信号诱饵，抵御5波辛格里部队，然后击杀首领。
itemAECSingerieContract_100waveschallenge_primalstampede,,,false,[FFA500]AEC 100 waves super-challenge 0[FFD700]★[-] |[-] [FFD700]Singerie Primal Stampede[-],[FFA500]AEC 100 波超级挑战 0[FFD700]★[-] |[-] [FFD700]歌姬原始兽群冲锋[-]
itemAECSingerieContract_100waveschallenge_primalstampede_desc,,,false,"Survive 100 non-linear Singerie waves built from mono-type alpha bruisers, pure rush swarms, barrage duos, full jungle troops, and a final twin-alpha stampede with the Brothers.",波次挑战契约：放置信号诱饵，抵御100波辛格里部队。
questAECSingeriePrimalPack_name,quests,,,[3CB371]Primal Pack[-],辛格里契约
questAECSingeriePrimalPack_subtitle,quests,,,T3 Minion Hunt,T3 仆从猎杀
questAECSingeriePrimalPack_description,quests,,,"Activate the rally, place the lure, then hold your ground through the Singerie pack.",激活集结点并放置诱饵，抵御辛格里部队。
questAECSingeriePrimalPack_offer,quests,,,"A Singerie pack is roaming nearby. Move fast, trigger the rally, place the lure, and survive the rush.",激活集结点并放置诱饵，抵御辛格里部队。
questAECSingeriePrimalPack_statement,quests,,,and survive the Singerie pack.,激活集结点并放置诱饵，抵御辛格里部队。
questAECSingeriePrimalPack_response,quests,,,AEC HORDE - [FF4500]Primal Pack[-],AEC 尸群 - [FF4500]原始兽群[-]
questAECSingeriePrimalPack_completion,quests,,,The pack is gone. Payment is ready.,契约完成，辛格里威胁已经清除。领取你的报酬。
questAECSingerieStoneBarrage_name,quests,,,[3CB371]Stone Barrage[-],[3CB371]岩石弹幕[-]
questAECSingerieStoneBarrage_subtitle,quests,,,T3 POI Defense,T3 地标防守
questAECSingerieStoneBarrage_description,quests,,,"Clear the POI first, then survive three waves of Singerie minions.",先清除兴趣点内的敌人，抵御3波辛格里部队。
questAECSingerieStoneBarrage_offer,quests,,,A position is about to get swarmed by Singerie throwers and bruisers. Get there and hold it.,激活集结点并放置诱饵，抵御辛格里部队。
questAECSingerieStoneBarrage_statement,quests,,,Reach the location and survive the Singerie assault.,先清除兴趣点内的敌人，抵御辛格里部队。
questAECSingerieStoneBarrage_response,quests,,,AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-],AEC 地标防守 ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECSingerieStoneBarrage_completion,quests,,,Position secured. The Singerie assault is broken.,契约完成，辛格里威胁已经清除。领取你的报酬。
questAECSingerieJungleHunt_name,quests,,,[3CB371]Hunt: The Singerie[-],[3CB371]猎杀: 歌姬[-]
questAECSingerieJungleHunt_subtitle,quests,,,T4 Boss Hunt,T4 首领猎杀
questAECSingerieJungleHunt_description,quests,,,"Activate the rally, place the lure, survive five escort waves, then kill the Singerie.",激活集结点并放置诱饵，抵御五波敌人，然后击杀辛格里。
questAECSingerieJungleHunt_offer,quests,,,"The Singerie is on the move with a full pack behind it. Survive the escort waves, then kill it.",辛格里正带着完整兽群移动。抵御护卫波次，然后将其击杀。
questAECSingerieJungleHunt_statement,quests,,,"Hold the zone, activate the rally, place the lure, and kill the Singerie.",守住区域，激活集结点并放置诱饵，然后击杀辛格里。
questAECSingerieJungleHunt_response,quests,,,AEC BOSS FIGHT - [FFAA00]Hunt: The Singerie[-],AEC 首领战斗 - [FFAA00]猎杀: 歌姬[-]
questAECSingerieJungleHunt_completion,quests,,,The Singerie is dead. Collect your pay.,辛格里已死，领取你的报酬。
questAECSingerieJungleDefense_name,quests,,,[3CB371]Defense: Jungle Line[-],辛格里据点防守
questAECSingerieJungleDefense_subtitle,quests,,,T4 POI Defense,T4 地标防守
questAECSingerieJungleDefense_description,quests,,,"Clear the POI first, then survive the late Jungle waves and kill the Singerie.",先清除兴趣点内的敌人，抵御辛格里部队，再击杀辛格里首领。
questAECSingerieJungleDefense_offer,quests,,,"The Singerie is about to hit a location hard. Get there first, hold through the late Jungle waves, and kill it.",先清除兴趣点内的敌人，抵御辛格里部队。
questAECSingerieJungleDefense_statement,quests,,,Defend the location and kill the Singerie.,先清除兴趣点内的敌人，抵御辛格里部队，再击杀辛格里首领。
questAECSingerieJungleDefense_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-],AEC 首领战 ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECSingerieJungleDefense_completion,quests,,,Location secured. The Singerie is down.,契约完成，辛格里威胁已经清除。领取你的报酬。
questAECSingerieAlphaHunt_name,quests,,,[FF0000]Alpha Hunt[-],[FF0000]首领猎杀[-]
questAECSingerieAlphaHunt_subtitle,quests,,,T5 Elite Boss Hunt,T5 精英首领猎杀
questAECSingerieAlphaHunt_description,quests,,,"Activate the rally, place the lure, survive five alpha waves, then kill the Singerie.",激活集结点并放置诱饵，抵御五波敌人，然后击杀辛格里。
questAECSingerieAlphaHunt_offer,quests,,,"Elite contract. A stronger Singerie pack is roaming nearby. Trigger the rally, place the lure, survive the alpha waves, and kill the alpha.",精英契约。一支更强的辛格里兽群正在附近游荡。触发集结点并放置诱饵，抵御首领波次并杀死首领。
questAECSingerieAlphaHunt_statement,quests,,,"I will activate the rally, place the lure, survive the alpha waves, and kill the Singerie.",我会激活集结点并放置诱饵，抵御所有波次，然后击杀辛格里。
questAECSingerieAlphaHunt_response,quests,,,AEC BOSS FIGHT - [FF0000]Alpha Hunt[-],AEC 首领战斗 - [FF0000]首领猎杀[-]
questAECSingerieAlphaHunt_completion,quests,,,Alpha target neutralized. Payment approved.,首领目标已被消灭，报酬已批准。
questAECSingerieApeSiege_name,quests,,,[FF0000]Ape Siege[-],辛格里围攻
questAECSingerieApeSiege_subtitle,quests,,,T6 Elite Defense,辛格里：围攻目标
questAECSingerieApeSiege_description,quests,,,"Clear the POI first, then survive the final alpha siege waves and kill the Singerie.",先清除兴趣点内的敌人，抵御辛格里部队，再击杀辛格里首领。
questAECSingerieApeSiege_offer,quests,,,"Worst Singerie defense contract we have. Get to the site, survive the full siege, and kill the boss when it breaks cover.",先清除兴趣点内的敌人，抵御辛格里部队，再击杀辛格里首领。
questAECSingerieApeSiege_statement,quests,,,Hold the objective through the siege and kill the Singerie.,激活集结点并放置诱饵，抵御辛格里部队，再击杀辛格里首领。
questAECSingerieApeSiege_response,quests,,,AEC LEGENDARY CONTRACT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-],AEC传奇契约（[DECEA3]{poi.distance} {poi.direction}[-]）[FF9900]{poi.name}[-]
questAECSingerieApeSiege_completion,quests,,,The siege is over. You earned this one.,契约完成，辛格里威胁已经清除。领取你的报酬。
questAECSingerieTheBrothers_name,quests,,,[FF0000]The Brothers[-],辛格里契约
questAECSingerieTheBrothers_subtitle,quests,,,T6 Twin Boss Finale,辛格里：契约目标
questAECSingerieTheBrothers_description,quests,,,"Activate the rally, place the lure, survive five alpha waves, then kill both Singerie brothers together.",激活集结点并放置诱饵，抵御五波敌人，然后击杀歌姬兄弟二人。
questAECSingerieTheBrothers_offer,quests,,,"Two alpha Singeries are moving as one pack. Trigger the rally, place the lure, hold through the full assault, then kill both brothers.",激活集结点并放置诱饵，抵御辛格里部队。
questAECSingerieTheBrothers_statement,quests,,,"I will activate the rally, place the lure, survive the siege, and kill both Singerie brothers.",激活集结点并放置诱饵，抵御辛格里部队。
questAECSingerieTheBrothers_response,quests,,,AEC LEGENDARY CONTRACT - [FF0000]The Brothers[-],AEC 传奇契约 - [FF0000]兄弟会[-]
questAECSingerieTheBrothers_completion,quests,,,Both brothers are dead. This contract is complete.,契约完成，辛格里威胁已经清除。领取你的报酬。
questAECSingerie_obj_wave1,quests,,,Survive the first assault,抵御第一波进攻
questAECSingerie_obj_wave2,quests,,,Survive the stronger assault,抵御更猛烈的进攻
questAECSingerie_obj_wave3,quests,,,Survive the next wave,抵御下一波敌人
questAECSingerie_obj_wave4,quests,,,Survive the renewed assault,抵御新一轮进攻
questAECSingerie_obj_wave5,quests,,,Survive the final siege wave,抵御最后一波围攻
questAECSingerieJungleHunt_obj_kill,quests,,,Kill the Singerie,击杀歌姬
questAECSingerieJungleDefense_obj_kill,quests,,,Kill the Singerie,击杀歌姬
questAECSingerieAlphaHunt_obj_kill,quests,,,Kill the Singerie alpha,击杀歌姬首领
questAECSingerieApeSiege_obj_kill,quests,,,Kill the Singerie alpha,击杀歌姬首领
questAECSingerieTheBrothers_obj_kill,quests,,,Kill both Singerie brothers,击杀歌姬兄弟二人
eventAECSingerieArrival_PrimalPack_msg,gameevents,,,ALERT: A Singerie pack has entered the area. Clear the escorts before they scatter.,警报：一群辛格里进入了区域。在它们散开前清除护卫。
eventAECSingerieArrival_StoneBarrage_msg,gameevents,,,DEFENSE: Singerie raiders are closing on this position. Expect thrown rocks and heavy rushes.,防守：辛格里袭击者正在逼近阵地。小心投掷巨石和猛烈冲锋。
eventAECSingerieArrival_JungleHunt_msg,gameevents,,,ALERT: The Singerie has been sighted nearby. Its pack is already moving ahead of it.,警报：附近发现辛格里，它的兽群已经先行推进。
eventAECSingerieArrival_JungleDefense_msg,gameevents,,,DEFENSE: The Singerie is advancing on this location. Hold the perimeter.,防守：辛格里正在向这里推进，守住外围。
eventAECSingerieArrival_AlphaHunt_msg,gameevents,,,ALERT: An alpha Singerie pack is in the area. This contract will escalate fast.,警报：区域内发现辛格里首领兽群，本契约的强度会迅速提升。
eventAECSingerieArrival_ApeSiege_msg,gameevents,,,SIEGE: The heaviest Singerie assault is inbound. Hold the objective at all costs.,围攻：辛格里最猛烈的攻势正在接近，不惜一切代价守住目标。
eventAECSingerieArrival_TheBrothers_msg,gameevents,,,ULTIMATE: Two Singerie alphas are approaching together. Survive the full siege before the brothers arrive.,终极挑战：两只辛格里首领正在同时接近。在这对兄弟出现前撑过整场围攻。
eventAECSingerieWave_Pack1_msg,gameevents,,,WAVE 1: Singerie scouts are probing the area.,第1波：辛格里侦察者正在试探区域。
eventAECSingerieWave_Pack2_msg,gameevents,,,WAVE 2: More Singerie minions incoming. Expect harder hitters.,第2波：更多辛格里仆从正在接近，小心更强的重击单位。
eventAECSingerieWave_Pack3_msg,gameevents,,,FINAL WAVE: The last Singerie pack is rushing your position.,最后一波：最后一群辛格里正在冲向你的位置。
eventAECSingerieWave_Barrage1_msg,gameevents,,,WAVE 1: Singerie throwers are opening the assault.,第1波：辛格里投掷者发动了进攻。
eventAECSingerieWave_Barrage2_msg,gameevents,,,WAVE 2: The barrage is thickening. Brutes are pushing in.,第2波：投射物愈发密集，蛮兽正在推进。
eventAECSingerieWave_Barrage3_msg,gameevents,,,FINAL WAVE: The Stone Barrage is peaking. Hold your ground.,最后一波：巨石弹幕达到顶峰，守住阵地。
eventAECSingerieWave_Jungle1_msg,gameevents,,,WAVE 1: The Singerie pack is testing your defenses.,第1波：辛格里兽群正在试探你的防线。
eventAECSingerieWave_Jungle2_msg,gameevents,,,WAVE 2: Stronger Singerie minions incoming from all sides.,第2波：更强的辛格里仆从正从四面八方接近。
eventAECSingerieWave_Jungle3_msg,gameevents,,,WAVE 3: The escorts are collapsing inward. Pressure is rising.,第3波：护卫部队正在向内收缩，压力不断上升。
eventAECSingerieWave_Jungle4_msg,gameevents,,,WAVE 4: The Jungle pack is regrouping for another heavy push.,第4波：丛林兽群正在重新集结，准备再次猛攻。
eventAECSingerieWave_Jungle5_msg,gameevents,,,FINAL WAVE: The Jungle pack is breaking hard. The boss is close.,最后一波：丛林兽群正在强行突破，首领已经接近。
eventAECSingerieWave_Alpha1_msg,gameevents,,,WAVE 1: Alpha escorts have entered the zone.,第1波：首领护卫进入了区域。
eventAECSingerieWave_Alpha2_msg,gameevents,,,WAVE 2: Heavier alpha minions incoming. Pressure is increasing.,第2波：更强的首领仆从正在接近，压力不断增加。
eventAECSingerieWave_Alpha3_msg,gameevents,,,WAVE 3: The alpha pack is fully committed. Keep holding the line.,第3波：首领兽群已经倾巢而出，继续守住防线。
eventAECSingerieWave_Alpha4_msg,gameevents,,,WAVE 4: The alpha warband renews the assault with heavier bodies.,第4波：首领战帮派出更强壮的单位，再次发动进攻。
eventAECSingerieWave_Alpha5_msg,gameevents,,,LAST WAVE: The siege is peaking. The alpha target is moments away.,最后一波：围攻达到顶峰，首领目标即将出现。
eventAECSingerieBossSpawn_JungleHunt_msg,gameevents,,,BOSS: The Singerie has entered the hunt zone. Expect heavy melee pressure and thrown attacks.,首领：辛格里进入猎杀区域。小心沉重的近战压制和投掷攻击。
eventAECSingerieBossSpawn_JungleDefense_msg,gameevents,,,BOSS: The Singerie has breached the defense line. Drop it before the position folds.,首领：辛格里突破了防线。在阵地崩溃前将其击杀。
eventAECSingerieBossSpawn_AlphaHunt_msg,gameevents,,,BOSS: The Singerie alpha is here. Finish it before the pack regroups.,首领：辛格里首领已经出现。在兽群重新集结前解决它。
eventAECSingerieBossSpawn_ApeSiege_msg,gameevents,,,BOSS: The Singerie alpha has entered the siege. This is the final push.,首领：辛格里首领加入围攻，这是最后的攻势。
eventAECSingerieBossSpawn_TheBrothers_msg,gameevents,,,BOSS: The Brothers are here together. Kill both alphas before the line collapses.,首领：兄弟二兽同时出现。在防线崩溃前击杀两只首领。
buffAECSingeriePlayerAura,,,,[3CB371]SINGERIE NEARBY[-],[3CB371]歌姬就在附近[-]
buffAECSingeriePlayerAuraDesc,,,,"The Singerie is close. Expect sustained pressure, brutal melee hits, and pack support.",辛格里就在附近。小心持续压制、凶猛近战攻击和兽群支援。
AECSirenHeadBoss,entityclasses,Entity,,[B85C38]BOSS[-] Siren Head,[B85C38]首领[-] 警笛头
AECSirenHeadBossLootBag,entityclasses,Entity,,[B85C38]Siren Head Remains[-],[B85C38]警笛头残骸[-]
meleeHandAECSirenHeadBoss,items,Item,,Siren Head Slam,警笛头猛击
itemAECSirenHeadHuntBundle,,,,[B85C38]AEC[-] [FFD700]Siren Hunt Bundle[-],[B85C38]AEC[-] [FFD700]警笛头猎杀包[-]
itemAECSirenHeadHuntBundle_desc,,,,Open to receive Siren Head mutation samples recovered after a wilderness hunt.,打开后可获得警笛头变异样本以及对应的契约补给奖励。
itemAECSirenHeadDefenseBundle,,,,[B85C38]AEC[-] [A67C52]Siren Defense Bundle[-],[B85C38]AEC[-] [A67C52]警笛头防御包[-]
itemAECSirenHeadDefenseBundle_desc,,,,Open to receive Siren Head mutation samples recovered after holding a position through the night assault.,打开后可获得警笛头变异样本以及对应的契约补给奖励。
